Notes,County,County Code,Avg Daily Sunlight (KJ/mｲ),# of Observations for Daily Sunlight,Min Daily Sunlight,Max Daily Sunlight
,"Fall River County, SD",46047,15901.21,385696,1621.5,29643.9
,"Faulk County, SD",46049,14933.29,253113,1492.4,29412.3
,"Grant County, SD",46051,14579.73,156689,1693.8,28654.2
,"Gregory County, SD",46053,15151.22,241060,1634.7,29335.3
,"Haakon County, SD",46055,15291.17,421855,1579.7,29627.9
,"Hamlin County, SD",46057,14766.36,120530,1598.7,28574.6
,"Hand County, SD",46059,15018.61,277219,1554.1,29209.3
,"Hanson County, SD",46061,15029.76,108477,1570,28439.8
,"Harding County, SD",46063,15056.15,578544,1396.6,29685.9
,"Hughes County, SD",46065,15136.99,132583,1670.1,29051.4
,"Hutchinson County, SD",46067,14998.87,216954,1567.4,28506.4
,"Hyde County, SD",46069,15039.69,144636,1604.4,29063.3
,"Jackson County, SD",46071,15347.02,421855,1745.6,28999.9
,"Jerauld County, SD",46073,15026.95,144636,1638.3,28425.9
,"Jones County, SD",46075,15276.69,180795,1745.7,29086.9
,"Kingsbury County, SD",46077,14899.37,144636,1606.1,28584.5
,"Lake County, SD",46079,14791.68,144636,1611.9,28316.4
,"Lawrence County, SD",46081,15401.15,156689,1827.5,28733.7
,"Lincoln County, SD",46083,14784.27,96424,1645.1,28213
,"Lyman County, SD",46085,15125.05,373643,1539.7,29184.7
,"McCook County, SD",46087,14925.11,144636,1547.6,28445.1
,"McPherson County, SD",46089,14793.6,289272,1457.2,29375.8
,"Marshall County, SD",46091,14573.86,156689,1479.3,28960.4
,"Meade County, SD",46093,15288.51,819604,1523.5,29686.7
,"Mellette County, SD",46095,15264.87,313378,1553.8,28992
,"Miner County, SD",46097,14940.07,144636,1597.6,28513.2
,"Minnehaha County, SD",46099,14772.59,180795,1740.6,28120.4
,"Moody County, SD",46101,14635.57,108477,1744.4,28306.4
,"Pennington County, SD",46103,15365.44,614703,1550.3,29504.2
,"Perkins County, SD",46105,15071.86,771392,1414.1,29681.3
,"Potter County, SD",46107,14991.44,204901,1589.1,29507.6
,"Roberts County, SD",46109,14482.19,216954,1606.6,29101.2
,"Sanborn County, SD",46111,15037.03,144636,1601.6,28582.1
,"Shannon County, SD",46113,15680.32,421855,1803.2,29160.4
,"Spink County, SD",46115,14904.73,361590,1488,29415.2
,"Stanley County, SD",46117,15213.13,349537,1637.1,29320.6
,"Sully County, SD",46119,15083.76,277219,1587.8,29438.8
,"Todd County, SD",46121,15440.02,289272,1486.3,29120.9
,"Tripp County, SD",46123,15180.42,409802,1528.4,29195.7
,"Turner County, SD",46125,14839.52,144636,1575.2,28290.7
,"Union County, SD",46127,14819.91,84371,1586.9,28179.3
,"Walworth County, SD",46129,14881.41,192848,1494.8,29680.9
,"Yankton County, SD",46135,14945.92,108477,1609.4,28261.8
,"Ziebach County, SD",46137,15146.02,458014,1655.5,29708.4
,"Anderson County, TN",47001,15766.08,60265,2008,32091
,"Bedford County, TN",47003,15851.13,84371,1817.6,31873.1
,"Benton County, TN",47005,15913.35,96424,1635.9,32108.9
,"Bledsoe County, TN",47007,15869.19,72318,1802.5,31293.4
,"Blount County, TN",47009,15527.87,120530,2019.3,33571.6
,"Bradley County, TN",47011,16009.93,60265,2036.9,32138.3
,"Campbell County, TN",47013,15557.51,108477,1881.2,31780.4
,"Cannon County, TN",47015,15655.63,48212,1726.8,31770.6
,"Carroll County, TN",47017,15967.4,108477,1647.5,32306
,"Carter County, TN",47019,15174.86,72318,2124.7,30954.4
,"Cheatham County, TN",47021,15781.99,60265,1744.1,32031.1
,"Chester County, TN",47023,16120.55,48212,1909.7,32822.8
,"Claiborne County, TN",47025,15576.87,108477,1932.7,32487.9
,"Clay County, TN",47027,15455.48,48212,1852.3,31915.8
,"Cocke County, TN",47029,15628.01,84371,1991.3,33764.4
,"Coffee County, TN",47031,15700.98,96424,1713.5,31952.6
,"Crockett County, TN",47033,16065.63,72318,1631.8,32546.7
,"Cumberland County, TN",47035,15612.51,132583,1862.3,31161.6
,"Davidson County, TN",47037,15731.04,120530,1800.6,32501.2
,"Decatur County, TN",47039,16044.33,72318,1794.6,32141.1
,"DeKalb County, TN",47041,15573.17,72318,1727.4,32511.4
,"Dickson County, TN",47043,15844.25,108477,1702.5,31944.5
,"Dyer County, TN",47045,16051.16,108477,1656.4,32247.8
,"Fayette County, TN",47047,16280.68,108477,1728.8,32771.5
,"Fentress County, TN",47049,15363.18,108477,1750.9,30680.3
,"Franklin County, TN",47051,15832.63,96424,1703.4,31653.7
,"Gibson County, TN",47053,15991.75,108477,1635.2,32689.7
,"Giles County, TN",47055,16002.85,132583,1746.7,31817.4
,"Grainger County, TN",47057,15818.79,60265,1962.7,33334.4
,"Greene County, TN",47059,15463.18,132583,1964.4,33877.1
,"Grundy County, TN",47061,15704.41,60265,1758.3,30286.8
,"Hamblen County, TN",47063,15843.43,36159,1992.4,34647.1
,"Hamilton County, TN",47065,16104.91,108477,1951.9,32026.7
,"Hancock County, TN",47067,15634.41,60265,1958.1,32717
,"Hardeman County, TN",47069,16244.62,144636,1807.9,32540
,"Hardin County, TN",47071,16172.11,108477,1825.7,32565.2
,"Hawkins County, TN",47073,15690.19,96424,1965.7,33684
,"Haywood County, TN",47075,16199.28,108477,1665.2,32715.8
,"Henderson County, TN",47077,16055.14,132583,1808.4,32732.4
,"Henry County, TN",47079,15904.76,120530,1576.7,32243.8
,"Hickman County, TN",47081,15862.09,132583,1656.6,31781.2
,"Houston County, TN",47083,15795.86,48212,1608.4,31961.1
,"Humphreys County, TN",47085,15855.4,96424,1645.7,32097.3
,"Jackson County, TN",47087,15474.9,72318,1795.2,32381.3
,"Jefferson County, TN",47089,15761.97,60265,1954.4,34218.3
,"Johnson County, TN",47091,15211.41,60265,2057.5,28306.2
,"Knox County, TN",47093,15919.11,96424,1942,33721.2
,"Lake County, TN",47095,16028.21,48212,1625.7,32257.1
,"Lauderdale County, TN",47097,16149.98,96424,1632.7,32381.4
,"Lawrence County, TN",47099,16047.2,132583,1778.9,31839.8
,"Lewis County, TN",47101,15919,36159,1823.5,31445
,"Lincoln County, TN",47103,15946.02,120530,1770.5,31722.5
,"Loudon County, TN",47105,15934.93,60265,2004.4,33107.1
,"McMinn County, TN",47107,15932.74,84371,1935.9,33185.6
,"McNairy County, TN",47109,16265.48,108477,1903.4,32797.5
,"Macon County, TN",47111,15548.75,72318,1754.1,32316.3
,"Madison County, TN",47113,16122.6,120530,1731,32698.4
,"Marion County, TN",47115,15983.98,108477,1729.9,31570.9
,"Marshall County, TN",47117,15887.13,96424,1760.7,31568.2
,"Maury County, TN",47119,15890.69,108477,1810.8,31548
,"Meigs County, TN",47121,16026.16,48212,1993.2,32694.3
,"Monroe County, TN",47123,15669.48,120530,1915.9,33033.2
,"Montgomery County, TN",47125,15722.59,96424,1645.9,31993.7
,"Moore County, TN",47127,15893.77,36159,1736.4,31775.3
,"Morgan County, TN",47129,15533.83,96424,1889.4,31942.6
,"Obion County, TN",47131,15915.31,96424,1625.6,32312.5
,"Overton County, TN",47133,15386.56,84371,1738.8,31339.4
,"Perry County, TN",47135,15963.19,84371,1667.6,32174.6
,"Pickett County, TN",47137,15268.6,36159,1828.1,31148.1
,"Polk County, TN",47139,16018.83,84371,2063.7,33183.1
,"Putnam County, TN",47141,15413.34,60265,1845.6,31935.4
,"Rhea County, TN",47143,15949.03,72318,1968.6,31992.4
,"Roane County, TN",47145,15947.7,84371,1956.6,32485.9
,"Robertson County, TN",47147,15673.29,96424,1692.3,32313
,"Rutherford County, TN",47149,15695.91,120530,1810,32027.4
,"Scott County, TN",47151,15264.79,120530,1813.3,31245.6
,"Sequatchie County, TN",47153,15855.13,48212,1827.6,31293.7
,"Sevier County, TN",47155,15484.74,120530,1997.3,32364.5
,"Shelby County, TN",47157,16290.12,144636,1661.9,33132.9
,"Smith County, TN",47159,15582.76,60265,1794.6,32637.5
,"Stewart County, TN",47161,15760.84,72318,1546.3,32427.1
,"Sullivan County, TN",47163,15329.49,120530,2051.4,33773.2
,"Sumner County, TN",47165,15587.39,84371,1707.3,32326.1
,"Tipton County, TN",47167,16212.19,84371,1659.9,32455.3
,"Trousdale County, TN",47169,15563.73,12053,1782.9,32049.6
,"Unicoi County, TN",47171,15415.81,36159,2241.4,29857.4
,"Union County, TN",47173,15813.93,60265,1916.6,32659.8
,"Van Buren County, TN",47175,15552.82,60265,1850.2,30772.2
,"Warren County, TN",47177,15620.19,96424,1682.7,31586.1
,"Washington County, TN",47179,15258.55,60265,2104.1,33193.9
,"Wayne County, TN",47181,16065.96,144636,1832.6,32294.9
,"Weakley County, TN",47183,15879,108477,1604.5,32467.1
,"White County, TN",47185,15471.72,72318,1759,31313.3
,"Williamson County, TN",47187,15767.99,108477,1794.1,32020.8
,"Wilson County, TN",47189,15618.01,120530,1800.1,32384.2
,"Anderson County, TX",48001,17303.44,216954,1582.7,32358.9
,"Andrews County, TX",48003,19401.59,216954,2668.5,30037.8
,"Angelina County, TX",48005,17485.54,168742,1864.1,33528.8
,"Aransas County, TX",48007,19228.49,12053,2157.9,32336.3
,"Archer County, TX",48009,18000.57,241060,1856,30614.9
,"Armstrong County, TX",48011,18391.89,144636,2247.6,30020.7
,"Atascosa County, TX",48013,18200.6,204901,1864.9,31875.1
,"Austin County, TX",48015,17553.99,108477,1899,32333.9
,"Bailey County, TX",48017,19041.63,108477,2844.8,30181.7
,"Bandera County, TX",48019,17734.55,132583,2069.2,30246.1
,"Bastrop County, TX",48021,17664.72,168742,1977.6,31855.8
,"Baylor County, TX",48023,18164.73,192848,1983.9,30497.2
,"Bee County, TX",48025,18006,168742,1893.6,32384.6
,"Bell County, TX",48027,17709.65,216954,1991.3,31458.1
,"Bexar County, TX",48029,17819.44,216954,1998.5,31101.4
,"Blanco County, TX",48031,17835.92,144636,2298.6,30679.2
,"Borden County, TX",48033,18988.62,229007,2154.1,30575.6
,"Bosque County, TX",48035,17683.66,180795,1929.3,31108.3
,"Bowie County, TX",48037,16876.5,216954,1827.8,32000.2
,"Brazoria County, TX",48039,18294.13,229007,1919,35594.2
,"Brazos County, TX",48041,17497.91,120530,1901.8,32692.8
,"Brewster County, TX",48043,20332.43,1120929,2603.3,31110.1
,"Briscoe County, TX",48045,18461.38,192848,2310.3,29928.7
,"Brooks County, TX",48047,18592.92,168742,2057.6,32024.3
,"Brown County, TX",48049,18197.06,204901,1963.8,31238.6
,"Burleson County, TX",48051,17631.33,132583,1986.7,32687.5
,"Burnet County, TX",48053,17894.67,144636,2019.9,30827
,"Caldwell County, TX",48055,17681.31,108477,1987.1,32005
,"Calhoun County, TX",48057,18761.18,120530,1964.2,33944.5
,"Callahan County, TX",48059,18280.77,144636,1990.3,30875.5
,"Cameron County, TX",48061,18922.45,192848,2053.4,32347.7
,"Camp County, TX",48063,17095.18,60265,1636.8,32398
,"Carson County, TX",48065,18294.26,192848,2246.5,30157.9
,"Cass County, TX",48067,16987.33,180795,1784.5,32274.6
,"Castro County, TX",48069,18887.6,192848,2622.9,30863.7
,"Chambers County, TX",48071,18027.13,96424,1855.6,32985.4
,"Cherokee County, TX",48073,17242.26,156689,1581.6,32633.9
,"Childress County, TX",48075,18147.2,108477,1999.1,29832.2
,"Clay County, TX",48077,17805.58,168742,2081.1,30598.5
,"Cochran County, TX",48079,19236.66,144636,2534.3,30115.3
,"Coke County, TX",48081,18791.02,180795,2269.6,31072.4
,"Coleman County, TX",48083,18413.95,253113,2036.6,31385.4
,"Collin County, TX",48085,17264.82,180795,1949,30928.5
,"Collingsworth County, TX",48087,18038.63,144636,2044.2,29633.5
,"Colorado County, TX",48089,17578.63,192848,1938.7,32668.4
,"Comal County, TX",48091,17685.35,108477,2108.9,31089.1
,"Comanche County, TX",48093,18020.85,180795,1898.8,31029
,"Concho County, TX",48095,18613.29,180795,2253.2,30987.4
,"Cooke County, TX",48097,17386.59,216954,1895.4,30585.3
,"Coryell County, TX",48099,17761.09,192848,1952.1,30942.9
,"Cottle County, TX",48101,18335.48,192848,2060.2,29935.8
,"Crane County, TX",48103,19361.81,144636,2654.6,30536.7
,"Crockett County, TX",48105,19024.72,578544,2384.1,30348.4
,"Crosby County, TX",48107,18817,241060,2290.6,30189.5
,"Culberson County, TX",48109,19634.88,687021,2636.5,30416.5
,"Dallam County, TX",48111,18558,337484,2345.6,30979.8
,"Dallas County, TX",48113,17358.81,192848,1896.5,31036.1
,"Dawson County, TX",48115,19126.93,204901,2190.7,29975.2
,"Deaf Smith County, TX",48117,18709.47,253113,2332.1,30589.8
,"Delta County, TX",48119,16995.26,60265,1878.6,31112.1
,"Denton County, TX",48121,17436.85,144636,1896.8,30549.7
,"DeWitt County, TX",48123,17694.07,192848,1816.4,31948.9
,"Dickens County, TX",48125,18628.3,192848,2222.6,29975.1
,"Dimmit County, TX",48127,18739.89,216954,1990.8,30567.6
,"Donley County, TX",48129,18216.92,180795,2186.1,29859.2
,"Duval County, TX",48131,18503.83,265166,2085.2,32204.6
,"Eastland County, TX",48133,18105.33,156689,1913.1,31023.4
,"Ector County, TX",48135,19373.24,192848,2577.6,30063.6
,"Edwards County, TX",48137,18365.14,385696,2201.2,30340.1
,"Ellis County, TX",48139,17462.12,156689,1858,31110.5
,"El Paso County, TX",48141,20022.71,192848,2982.3,30761.3
,"Erath County, TX",48143,17911.08,216954,1911.1,30963.2
,"Falls County, TX",48145,17578.22,156689,1995.3,31777.7
,"Fannin County, TX",48147,17024.31,168742,1953.6,30740.8
,"Fayette County, TX",48149,17593.43,168742,1892.2,31650.5
,"Fisher County, TX",48151,18658.46,192848,2159.4,30687.2
,"Floyd County, TX",48153,18707.89,156689,2351.4,29922.1
,"Foard County, TX",48155,18219.88,108477,2119.8,30297.4
,"Fort Bend County, TX",48157,17542.57,168742,1942.4,32325.8
,"Franklin County, TX",48159,17016.77,36159,1693.1,31650
,"Freestone County, TX",48161,17421.55,180795,1822.4,32255.9
,"Frio County, TX",48163,18258.77,241060,1822.6,31169.3
,"Gaines County, TX",48165,19316.45,289272,2232.8,29992.1
,"Galveston County, TX",48167,18608.67,84371,1952.2,33725.8
,"Garza County, TX",48169,18849.1,144636,2158,30156.6
,"Gillespie County, TX",48171,18039.22,180795,2408.9,30395.4
,"Glasscock County, TX",48173,19162.43,192848,2468.1,30291.8
,"Goliad County, TX",48175,17792.65,180795,1860.7,31877.7
,"Gonzales County, TX",48177,17773.68,192848,1823.7,31940.2
,"Gray County, TX",48179,18112.78,241060,2122.6,30063.2
,"Grayson County, TX",48181,17187.36,204901,1911.4,30505.3
,"Gregg County, TX",48183,17179.19,36159,1588.3,32466.7
,"Grimes County, TX",48185,17454.62,144636,1845.4,32624.8
,"Guadalupe County, TX",48187,17790.94,132583,1987.9,31795.3
,"Hale County, TX",48189,18912.02,168742,2430.8,30311.8
,"Hall County, TX",48191,18255.36,180795,2049.7,29796.6
,"Hamilton County, TX",48193,17882.47,156689,1961,30952.3
,"Hansford County, TX",48195,18217.17,192848,2214.5,30331
,"Hardeman County, TX",48197,18126.09,132583,2076.4,30246.6
,"Hardin County, TX",48199,17208.9,156689,1830.5,32494.8
,"Harris County, TX",48201,17466.54,337484,1788.3,33531.7
,"Harrison County, TX",48203,17105.65,216954,1848.1,32549.2
,"Hartley County, TX",48205,18639.23,253113,2360.5,30613.5
,"Haskell County, TX",48207,18419.12,144636,1921.1,30615
,"Hays County, TX",48209,17682.53,108477,2234.3,31107.8
,"Hemphill County, TX",48211,17801.38,144636,2000,30020
,"Henderson County, TX",48213,17328.26,180795,1774.2,31808.1
,"Hidalgo County, TX",48215,18781.09,301325,2092.4,32136.4
,"Hill County, TX",48217,17567.22,204901,1950.4,31164
,"Hockley County, TX",48219,19137.95,192848,2286.9,30105.1
,"Hood County, TX",48221,17733.85,60265,2095.1,30839.9
,"Hopkins County, TX",48223,17076.58,156689,1767.3,31577.8
,"Houston County, TX",48225,17362.31,229007,1640.4,32922.7
,"Howard County, TX",48227,19057.02,180795,2469.6,30347.9
,"Hudspeth County, TX",48229,19938.96,903975,2997.5,30858
,"Hunt County, TX",48231,17169.43,132583,1871,31068.8
,"Hutchinson County, TX",48233,18247.2,144636,2160.9,30312.5
,"Irion County, TX",48235,18981.63,144636,2482.3,30553.5
,"Jack County, TX",48237,17852.8,180795,1934,30750
,"Jackson County, TX",48239,17780.58,144636,1925.8,32244.4
,"Jasper County, TX",48241,17297.96,204901,1798.7,32706.9
,"Jeff Davis County, TX",48243,19753.55,421855,3169.8,30388.8
,"Jefferson County, TX",48245,18088.69,192848,1900.3,36079.2
,"Jim Hogg County, TX",48247,18844.38,241060,2081.2,31960.2
,"Jim Wells County, TX",48249,18435.97,132583,2079.9,32213
,"Johnson County, TX",48251,17574.95,108477,1947.9,30964.8
,"Jones County, TX",48253,18495.07,192848,2099.2,30828
,"Karnes County, TX",48255,17963.26,120530,1874.6,31983.1
,"Kaufman County, TX",48257,17344.68,144636,1706.2,31287.8
,"Kendall County, TX",48259,17728.68,108477,2363.9,30274.9
,"Kenedy County, TX",48261,18804.67,229007,2043.5,33199.5
,"Kent County, TX",48263,18741.5,144636,2099.4,30212.3
,"Kerr County, TX",48265,17927.56,229007,2379.1,30108.2
,"Kimble County, TX",48267,18434.23,289272,2216.9,30752.3
,"King County, TX",48269,18495.72,192848,2094.6,30294.8
,"Kinney County, TX",48271,18250.59,241060,2218.7,30135.2
,"Kleberg County, TX",48273,18960.7,132583,2210.7,32812.8
,"Knox County, TX",48275,18309.3,180795,2083.2,30479.1
,"Lamar County, TX",48277,16863.14,204901,1746.1,31618.2
,"Lamb County, TX",48279,18986.62,144636,2629.1,30292.7
,"Lampasas County, TX",48281,17923.43,144636,2014.7,30873.6
,"La Salle County, TX",48283,18625.56,301325,1901.8,31532
,"Lavaca County, TX",48285,17578.47,180795,1820.3,32752.7
,"Lee County, TX",48287,17658.5,120530,1982.5,32038.3
,"Leon County, TX",48289,17418.65,192848,1771.7,32190.4
,"Liberty County, TX",48291,17347.69,216954,1819,32788
,"Limestone County, TX",48293,17501.03,180795,1876.3,32022
,"Lipscomb County, TX",48295,17738.92,192848,2175.4,29845.1
,"Live Oak County, TX",48297,18192,241060,1920.1,31909.8
,"Llano County, TX",48299,18098.59,180795,2204.3,30785
,"Loving County, TX",48301,19744.51,108477,2729.5,30257.8
,"Lubbock County, TX",48303,18999.6,192848,2271.6,30178.1
,"Lynn County, TX",48305,18993.66,180795,2169.3,30158.4
,"McCulloch County, TX",48307,18462.07,180795,2070.5,31119.5
,"McLennan County, TX",48309,17599,192848,1909.6,31427.7
,"McMullen County, TX",48311,18388.03,180795,1903.6,31536.3
,"Madison County, TX",48313,17427.53,108477,1884.8,32497.9
,"Marion County, TX",48315,17107.68,72318,1857.6,32354.9
,"Martin County, TX",48317,19173.77,144636,2494.4,30192.8
,"Mason County, TX",48319,18300.62,180795,2267.8,30689.2
,"Matagorda County, TX",48321,18906.95,216954,1904.9,35966.3
,"Maverick County, TX",48323,18625.24,229007,2267.7,30390.1
,"Medina County, TX",48325,17895.93,253113,1877.9,30725
,"Menard County, TX",48327,18598.31,168742,2375.5,31150.1
,"Midland County, TX",48329,19177.73,192848,2465.4,29941.7
,"Milam County, TX",48331,17674.66,204901,2007,32086.2
,"Mills County, TX",48333,18110.85,156689,1967.3,31091.9
,"Mitchell County, TX",48335,18935.99,144636,2427.3,30677.2
,"Montague County, TX",48337,17606.06,204901,1926.4,30527.7
,"Montgomery County, TX",48339,17364.07,192848,1757.4,32604.6
,"Moore County, TX",48341,18395.69,144636,2248.5,30201.3
,"Morris County, TX",48343,17002.27,84371,1805.7,32292.5
,"Motley County, TX",48345,18472.27,192848,2115.3,29914.4
,"Nacogdoches County, TX",48347,17240.61,204901,1737.5,32781
,"Navarro County, TX",48349,17485.25,204901,1842.8,31604.9
,"Newton County, TX",48351,17319.4,156689,1985.1,32860.3
,"Nolan County, TX",48353,18712.3,144636,2310.1,30770
,"Nueces County, TX",48355,18773.92,192848,2058.1,32250.9
,"Ochiltree County, TX",48357,17972.56,241060,2191.6,30147.3
,"Oldham County, TX",48359,18641.42,337484,2244.1,30750
,"Orange County, TX",48361,17491.47,60265,1870,33100.6
,"Palo Pinto County, TX",48363,17927.54,241060,2035.3,30982.5
,"Panola County, TX",48365,17130.72,168742,1835.4,32543.5
,"Parker County, TX",48367,17674,192848,1943.4,30654
,"Parmer County, TX",48369,18980.51,192848,2914.7,30847.3
,"Pecos County, TX",48371,19402.9,903975,2549.2,29844.6
,"Polk County, TX",48373,17389.67,204901,1849.7,32856.2
,"Potter County, TX",48375,18415.99,192848,2224.1,30262.2
,"Presidio County, TX",48377,20318.65,747286,2947.8,31366
,"Rains County, TX",48379,17173.04,60265,1720.3,31217.9
,"Randall County, TX",48381,18507.56,144636,2280.9,30119.7
,"Reagan County, TX",48383,19062.04,192848,2513.7,30031.4
,"Real County, TX",48385,17957.44,120530,2118.4,29866.2
,"Red River County, TX",48387,16827.73,192848,1651.1,31612.5
,"Reeves County, TX",48389,19506.36,494173,2624.9,29829.8
,"Refugio County, TX",48391,18447.03,144636,1887.5,32951.2
,"Roberts County, TX",48393,17989.91,180795,2088.7,30249.1
,"Robertson County, TX",48395,17480.73,144636,1891.4,32030.2
,"Rockwall County, TX",48397,17321.84,24106,1914.8,30861.7
,"Runnels County, TX",48399,18569.81,192848,2150.8,31116.3
,"Rusk County, TX",48401,17141,168742,1586.8,32270.3
,"Sabine County, TX",48403,17465.03,120530,1896.5,33274.2
,"San Augustine County, TX",48405,17403.75,120530,1937.6,33128.2
,"San Jacinto County, TX",48407,17443.27,132583,1840,33106.1
,"San Patricio County, TX",48409,18605.02,120530,1947.1,32538.8
,"San Saba County, TX",48411,18198.43,265166,2037.3,30946.5
,"Schleicher County, TX",48413,18795.46,253113,2460.3,31012.5
,"Scurry County, TX",48415,18860.03,192848,2273.6,30386
,"Shackelford County, TX",48417,18352.03,192848,2033.6,31078.1
,"Shelby County, TX",48419,17318.94,156689,1826.1,33137
,"Sherman County, TX",48421,18321.82,192848,2230.6,30422.2
,"Smith County, TX",48423,17215.47,180795,1543.4,32102.1
,"Somervell County, TX",48425,17748.43,36159,2080.3,30932.2
,"Starr County, TX",48427,19174.97,192848,2146.6,31910.8
,"Stephens County, TX",48429,18165.18,192848,2027.6,31022
,"Sterling County, TX",48431,19059.55,144636,2475,30977.7
,"Stonewall County, TX",48433,18613.33,144636,1976.1,30640.8
,"Sutton County, TX",48435,18740.44,337484,2349.6,30732.1
,"Swisher County, TX",48437,18692.53,192848,2374,30347.2
,"Tarrant County, TX",48439,17452.33,192848,1885.6,30608.6
,"Taylor County, TX",48441,18440.23,144636,2126.3,30853.7
,"Terrell County, TX",48443,19370.04,458014,2278.8,30345.5
,"Terry County, TX",48445,19211.66,144636,2202.4,30098.6
,"Throckmorton County, TX",48447,18285.38,144636,1897.8,30909.2
,"Titus County, TX",48449,16966.02,48212,1664.7,31839.9
,"Tom Green County, TX",48451,18819.06,349537,2319,30968.1
,"Travis County, TX",48453,17665.44,229007,2075.1,31600.5
,"Trinity County, TX",48455,17444.83,132583,1821.7,33322.7
,"Tyler County, TX",48457,17332.68,168742,1839.4,32787.6
,"Upshur County, TX",48459,17138.45,96424,1570.6,32430.2
,"Upton County, TX",48461,19175.61,192848,2574.3,29707.8
,"Uvalde County, TX",48463,17993.3,289272,1849.4,30663.4
,"Val Verde County, TX",48465,18804.78,530332,2222.7,30338.2
,"Van Zandt County, TX",48467,17258.98,180795,1703.3,31426.7
,"Victoria County, TX",48469,17860.99,180795,1971.5,32418.2
,"Walker County, TX",48471,17456.2,144636,1831.5,32723.9
,"Waller County, TX",48473,17461.01,108477,1787.1,32694.4
,"Ward County, TX",48475,19672.55,144636,2646.7,30383.4
,"Washington County, TX",48477,17551.01,132583,1861.8,32525.8
,"Webb County, TX",48479,18932.36,662915,2131.4,31216.5
,"Wharton County, TX",48481,17572.6,216954,1922.5,32415.8
,"Wheeler County, TX",48483,17946.58,192848,2033.5,29912.8
,"Wichita County, TX",48485,17944.47,108477,2170.4,30548.7
,"Wilbarger County, TX",48487,18061.75,168742,2236.8,30423.5
,"Willacy County, TX",48489,18763.04,96424,2175.3,32563.4
,"Williamson County, TX",48491,17736.4,192848,2024.1,31343.8
,"Wilson County, TX",48493,18006.82,144636,1918.8,32033.5
,"Winkler County, TX",48495,19590.25,204901,2590.3,30338.2
,"Wise County, TX",48497,17617.36,144636,1930.1,30574.8
,"Wood County, TX",48499,17142.45,156689,1565.9,32148.2
,"Yoakum County, TX",48501,19355.82,108477,2357.5,30137.1
,"Young County, TX",48503,18073.78,180795,1939.7,30832.1
,"Zapata County, TX",48505,19209.25,180795,2097.4,30992.9
,"Zavala County, TX",48507,18428.53,289272,1819.8,30692.1
,"Beaver County, UT",49001,17867.22,602650,2530.1,30914.2
,"Box Elder County, UT",49003,16388.37,1422254,2070.2,31643.9
,"Cache County, UT",49005,17490.22,265166,2216.6,31707.4
,"Carbon County, UT",49007,17440.8,229007,3126.6,30473.2
,"Daggett County, UT",49009,17422.64,180795,3142.1,29984.2
,"Davis County, UT",49011,17109.38,132583,1953.7,30973.6
,"Duchesne County, UT",49013,17326.7,711127,2465.8,30604.3
,"Emery County, UT",49015,17631.73,916028,2534.8,31447.1
,"Garfield County, UT",49017,18202.26,1072717,2846.9,31713.3
,"Grand County, UT",49019,17607.05,831657,2415.6,31673.3
,"Iron County, UT",49021,18227.73,638809,2744.2,31394.1
,"Juab County, UT",49023,17275.42,735233,2499.1,31063.3
,"Kane County, UT",49025,18505.49,747286,2605.9,31830.3
,"Millard County, UT",49027,17363.64,1253512,2423.2,31023
,"Morgan County, UT",49029,17656.64,132583,2442.1,30707.7
,"Piute County, UT",49031,17508.29,156689,2863.8,29657.2
,"Rich County, UT",49033,17321.37,253113,2607.1,30307.1
,"Salt Lake County, UT",49035,17180.06,168742,1862.6,30852.6
,"San Juan County, UT",49037,18210.82,1675367,2450,32104.7
,"Sanpete County, UT",49039,17229.3,349537,2651.9,30250.5
,"Sevier County, UT",49041,17239.57,397749,2409.7,29521.3
,"Summit County, UT",49043,17331.06,385696,2762.5,31485.1
,"Tooele County, UT",49045,16627.05,1542784,2137.8,31010.7
,"Uintah County, UT",49047,17267.09,976293,2480.1,30427.6
,"Utah County, UT",49049,17287.06,482120,2026.3,30880.6
,"Wasatch County, UT",49051,17553.82,301325,2462.5,30959.7
,"Washington County, UT",49053,18686.79,482120,2505.9,31426.2
,"Wayne County, UT",49055,17808.42,554438,2806.3,31640.8
,"Weber County, UT",49057,17365.02,144636,2172.1,31188.3
,"Addison County, VT",50001,13514.55,156689,1561.6,29781.9
,"Bennington County, VT",50003,13891.87,120530,1680.3,29391.7
,"Caledonia County, VT",50005,13291.75,156689,1554.5,29360
,"Chittenden County, VT",50007,13215.91,156689,1468.1,31011.7
,"Essex County, VT",50009,13004.05,144636,1443.1,29555.1
,"Franklin County, VT",50011,13142.12,168742,1438.4,30596.8
,"Grand Isle County, VT",50013,13485.88,36159,1442.5,31102.3
,"Lamoille County, VT",50015,13251.17,96424,1557.5,28939.4
,"Orange County, VT",50017,13534.04,144636,1607.6,29008.6
,"Orleans County, VT",50019,13133.02,156689,1500.8,29772.3
,"Rutland County, VT",50021,13659.33,241060,1650.3,29428.2
,"Washington County, VT",50023,13452.52,180795,1577.4,29085.5
,"Windham County, VT",50025,14028.26,168742,1776.4,28975.2
,"Windsor County, VT",50027,13793.99,204901,1634.6,29299.2
,"Accomack County, VA",51001,17486.25,120530,1774,33260
,"Albemarle County, VA",51003,15820.45,144636,1923.8,30987.1
,"Alleghany County, VA",51005,15436.61,96424,1800,29649
,"Amelia County, VA",51007,16032.15,72318,1774.4,30985.8
